0,1,2,3,4,5,6,7,8,9,10
bottled water,soda,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
beef,root vegetables,,,,,,,,,
whole milk,butter,soda,fruit/vegetable juice,,,,,,,
seasonal products,shopping bags,,,,,,,,,
beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
meat,bottled water,,,,,,,,,
ice cream,hamburger meat,shopping bags,whole milk,soft cheese,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soap,hard cheese,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
sparkling wine,cream cheese ,,,,,,,,,
berries,root vegetables,bottled water,,,,,,,,
rolls/buns,root vegetables,yogurt,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
seasonal products,herbs,spread cheese,pickled vegetables,,,,,,,
other vegetables,other vegetables,frozen dessert,waffles,soda,,,,,,
coffee,brown bread,whole milk,sweet spreads,,,,,,,
domestic eggs,margarine,canned beer,candles,,,,,,,
tropical fruit,chicken,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
whole milk,rolls/buns,cat food,shopping bags,,,,,,,
sausage,bottled beer,root vegetables,,,,,,,,
sausage,canned beer,,,,,,,,,
rolls/buns,grapes,,,,,,,,,
onions,other vegetables,,,,,,,,,
pastry,detergent,rice,,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
other vegetables,pip fruit,,,,,,,,,
other vegetables,curd,,,,,,,,,
yogurt,domestic eggs,frozen vegetables,fruit/vegetable juice,,,,,,,
rolls/buns,other vegetables,soda,chocolate,,,,,,,
misc. beverages,margarine,,,,,,,,,
canned beer,ice cream,,,,,,,,,
frankfurter,margarine,,,,,,,,,
citrus fruit,pork,,,,,,,,,
tropical fruit,whole milk,chocolate,,,,,,,,
beef,flower (seeds),,,,,,,,,
cream cheese ,specialty chocolate,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pastry,liquor,,,,,,,,,
domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns,,,
waffles,brown bread,,,,,,,,,
sugar,napkins,,,,,,,,,
other vegetables,coffee,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
other vegetables,semi-finished bread,other vegetables,rolls/buns,shopping bags,salty snack,,,,,
curd,beef,napkins,,,,,,,,
meat spreads,ketchup,,,,,,,,,
dessert,spread cheese,,,,,,,,,
bottled water,white bread,,,,,,,,,
onions,brown bread,canned vegetables,canned beer,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
soda,frozen dessert,pickled vegetables,,,,,,,,
cream cheese ,misc. beverages,,,,,,,,,
meat,herbs,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
rolls/buns,chicken,whipped/sour cream,canned beer,baking powder,,,,,,
whole milk,brown bread,,,,,,,,,
canned beer,brown bread,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
chocolate,canned beer,frozen fish,,,,,,,,
soda,spices,shopping bags,,,,,,,,
yogurt,yogurt,,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
instant coffee,onions,processed cheese,dental care,,,,,,,
other vegetables,pork,newspapers,,,,,,,,
specialty chocolate,vinegar,,,,,,,,,
sauces,herbs,,,,,,,,,
pork,rolls/buns,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
spread cheese,yogurt,frozen vegetables,,,,,,,,
whole milk,whole milk,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
waffles,margarine,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
citrus fruit,beverages,pip fruit,other vegetables,,,,,,,
canned beer,other vegetables,,,,,,,,,
tropical fruit,meat,pip fruit,salt,pot plants,,,,,,
tropical fruit,other vegetables,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
chocolate,pastry,,,,,,,,,
newspapers,root vegetables,margarine,,,,,,,,
ham,rolls/buns,tropical fruit,rolls/buns,,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns,,,,,
condensed milk,other vegetables,softener,,,,,,,,
sliced cheese,butter,,,,,,,,,
dessert,pickled vegetables,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
beef,rolls/buns,,,,,,,,,
beef,newspapers,,,,,,,,,
yogurt,pastry,kitchen towels,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,liver loaf,yogurt,fruit/vegetable juice,,,,,,,
yogurt,root vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
meat,canned fish,,,,,,,,,
dessert,sugar,,,,,,,,,
chicken,whole milk,vinegar,shopping bags,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,hamburger meat,roll products ,,,,,,,,
bottled water,ham,brown bread,yogurt,,,,,,,
butter milk,rolls/buns,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
pastry,candy,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
bottled beer,frozen meals,,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
berries,packaged fruit/vegetables,tidbits,,,,,,,,
coffee,yogurt,,,,,,,,,
other vegetables,rolls/buns,beverages,,,,,,,,
other vegetables,whole milk,,,,,,,,,
frankfurter,sausage,,,,,,,,,
oil,UHT-milk,,,,,,,,,
pork,pastry,,,,,,,,,
other vegetables,soda,,,,,,,,,
meat,butter milk,tropical fruit,specialty bar,newspapers,rolls/buns,,,,,
other vegetables,margarine,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
pastry,seasonal products,butter,bottled beer,,,,,,,
soda,soda,,,,,,,,,
canned beer,margarine,,,,,,,,,
salty snack,white wine,,,,,,,,,
other vegetables,tropical fruit,seasonal products,butter,shopping bags,,,,,,
grapes,napkins,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
berries,other vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
grapes,packaged fruit/vegetables,detergent,,,,,,,,
rolls/buns,soda,,,,,,,,,
rolls/buns,tropical fruit,soda,dessert,,,,,,,
pastry,whipped/sour cream,,,,,,,,,
soda,other vegetables,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
napkins,white bread,,,,,,,,,
butter,long life bakery product,pickled vegetables,,,,,,,,
frankfurter,beef,,,,,,,,,
pork,canned beer,specialty bar,,,,,,,,
onions,specialty bar,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
zwieback,onions,female sanitary products,,,,,,,,
whole milk,soda,,,,,,,,,
butter milk,sliced cheese,rolls/buns,,,,,,,,
chicken,flour,,,,,,,,,
ice cream,red/blush wine,fruit/vegetable juice,,,,,,,,
sausage,sausage,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
pork,liquor,,,,,,,,,
sausage,margarine,,,,,,,,,
female sanitary products,dishes,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,soda,,,,,,,,,
pastry,root vegetables,,,,,,,,,
hard cheese,domestic eggs,,,,,,,,,
canned beer,cake bar,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
white bread,spread cheese,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
whole milk,sausage,yogurt,whole milk,butter,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whipped/sour cream,pip fruit,,,,,,,,,
canned beer,brown bread,,,,,,,,,
ham,yogurt,,,,,,,,,
pip fruit,male cosmetics,dishes,dessert,rice,,,,,,
whipped/sour cream,curd,,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
fruit/vegetable juice,frozen vegetables,chocolate,,,,,,,,
frankfurter,pastry,,,,,,,,,
sausage,soda,processed cheese,,,,,,,,
beef,waffles,domestic eggs,,,,,,,,
bottled water,hair spray,processed cheese,,,,,,,,
waffles,specialty bar,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
whole milk,root vegetables,,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
pastry,rolls/buns,sliced cheese,tropical fruit,liquor,hygiene articles,dental care,napkins,,,
frozen meals,dental care,,,,,,,,,
pastry,photo/film,,,,,,,,,
beverages,whipped/sour cream,,,,,,,,,
rolls/buns,domestic eggs,coffee,,,,,,,,
root vegetables,yogurt,,,,,,,,,
pork,specialty bar,long life bakery product,,,,,,,,
sausage,pasta,,,,,,,,,
cat food,curd,bottled water,frozen vegetables,tea,,,,,,
tropical fruit,waffles,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
other vegetables,pip fruit,napkins,,,,,,,,
berries,white bread,,,,,,,,,
canned beer,whole milk,,,,,,,,,
beef,root vegetables,,,,,,,,,
bottled water,coffee,,,,,,,,,
mustard,flour,,,,,,,,,
other vegetables,frankfurter,napkins,pastry,,,,,,,
newspapers,newspapers,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
whole milk,sliced cheese,shopping bags,,,,,,,,
bottled water,napkins,fruit/vegetable juice,hard cheese,,,,,,,
pip fruit,onions,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
rolls/buns,flower (seeds),,,,,,,,,
other vegetables,shopping bags,shopping bags,,,,,,,,
sausage,pork,pip fruit,soda,beef,fruit/vegetable juice,root vegetables,berries,misc. beverages,,
specialty chocolate,candles,,,,,,,,,
soda,rolls/buns,,,,,,,,,
soda,shopping bags,,,,,,,,,
soda,bathroom cleaner,,,,,,,,,
ham,other vegetables,,,,,,,,,
oil,waffles,,,,,,,,,
whole milk,bottled water,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
bottled beer,frozen vegetables,sliced cheese,,,,,,,,
coffee,whole milk,,,,,,,,,
soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags,,
bottled beer,napkins,whole milk,,,,,,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
shopping bags,curd,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
other vegetables,butter,whipped/sour cream,,,,,,,,
rolls/buns,butter,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
sausage,other vegetables,,,,,,,,,
butter milk,whole milk,white bread,rolls/buns,,,,,,,
rolls/buns,butter,,,,,,,,,
meat,liquor,male cosmetics,fruit/vegetable juice,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
whole milk,butter milk,rubbing alcohol,fruit/vegetable juice,,,,,,,
female sanitary products,rolls/buns,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
waffles,cling film/bags,,,,,,,,,
curd,UHT-milk,shopping bags,,,,,,,,
chicken,bottled water,,,,,,,,,
oil,citrus fruit,,,,,,,,,
beef,flour,,,,,,,,,
beef,frozen meals,pastry,white wine,whipped/sour cream,,,,,,
mustard,brown bread,,,,,,,,,
beverages,frozen meals,,,,,,,,,
root vegetables,coffee,,,,,,,,,
chewing gum,instant coffee,,,,,,,,,
whole milk,whole milk,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
yogurt,rolls/buns,soda,,,,,,,,
pork,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
other vegetables,candy,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
curd cheese,sausage,bottled water,napkins,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
bottled beer,herbs,,,,,,,,,
pastry,baking powder,butter,margarine,curd,dishes,,,,,
sausage,soda,,,,,,,,,
citrus fruit,specialty bar,Instant food products,jam,,,,,,,
canned beer,bottled beer,chocolate,,,,,,,,
yogurt,rolls/buns,fruit/vegetable juice,spices,canned fish,,,,,,
sugar,coffee,cream cheese ,bottled water,,,,,,,
tropical fruit,yogurt,,,,,,,,,
bottled beer,candy,,,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
sausage,sausage,,,,,,,,,
onions,dish cleaner,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
sausage,frozen meals,,,,,,,,,
fruit/vegetable juice,candy,fruit/vegetable juice,,,,,,,,
bottled beer,whole milk,,,,,,,,,
whole milk,baking powder,,,,,,,,,
domestic eggs,whole milk,onions,misc. beverages,,,,,,,
newspapers,coffee,,,,,,,,,
other vegetables,dishes,,,,,,,,,
processed cheese,salty snack,,,,,,,,,
red/blush wine,dessert,curd,rolls/buns,,,,,,,
onions,bottled beer,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
pet care,flour,coffee,napkins,,,,,,,
rolls/buns,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
ham,canned beer,,,,,,,,,
whole milk,soda,,,,,,,,,
pork,pork,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
frozen fish,salty snack,,,,,,,,,
yogurt,brown bread,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
nuts/prunes,coffee,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
citrus fruit,hygiene articles,,,,,,,,,
liver loaf,soda,,,,,,,,,
turkey,frozen dessert,shopping bags,,,,,,,,
butter,chewing gum,,,,,,,,,
grapes,rolls/buns,pot plants,,,,,,,,
beef,whole milk,,,,,,,,,
frozen dessert,misc. beverages,,,,,,,,,
white wine,whole milk,,,,,,,,,
condensed milk,curd,,,,,,,,,
whole milk,soda,,,,,,,,,
butter,whole milk,,,,,,,,,
sausage,bottled beer,sliced cheese,,,,,,,,
napkins,popcorn,,,,,,,,,
pip fruit,curd,specialty bar,beverages,sausage,soft cheese,rolls/buns,yogurt,other vegetables,curd,newspapers
root vegetables,soda,,,,,,,,,
canned fish,white bread,,,,,,,,,
berries,bottled water,curd,shopping bags,,,,,,,
soda,candy,,,,,,,,,
whole milk,whole milk,,,,,,,,,
candy,long life bakery product,,,,,,,,,
beef,citrus fruit,napkins,semi-finished bread,brown bread,,,,,,
whole milk,rolls/buns,,,,,,,,,
meat,whole milk,ready soups,,,,,,,,
chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags,,,
semi-finished bread,nuts/prunes,butter,ice cream,,,,,,,
pastry,yogurt,,,,,,,,,
newspapers,other vegetables,yogurt,,,,,,,,
grapes,waffles,soda,,,,,,,,
other vegetables,cereals,,,,,,,,,
rolls/buns,cream cheese ,yogurt,,,,,,,,
butter,roll products ,,,,,,,,,
cat food,whole milk,,,,,,,,,
canned fish,specialty cheese,yogurt,specialty vegetables,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
bottled beer,packaged fruit/vegetables,,,,,,,,,
hygiene articles,newspapers,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whole milk,flour,,,,,,,,,
pastry,newspapers,,,,,,,,,
beef,instant coffee,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pip fruit,curd,coffee,rolls/buns,,,,,,,
chicken,tropical fruit,waffles,whipped/sour cream,brown bread,,,,,,
chicken,ice cream,,,,,,,,,
sausage,canned beer,,,,,,,,,
tropical fruit,coffee,newspapers,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,,
root vegetables,flour,,,,,,,,,
bottled beer,white bread,,,,,,,,,
turkey,condensed milk,yogurt,,,,,,,,
other vegetables,canned fish,,,,,,,,,
meat,vinegar,,,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
soda,soda,,,,,,,,,
dishes,bottled water,spread cheese,sugar,,,,,,,
sausage,butter milk,beverages,,,,,,,,
hamburger meat,dessert,,,,,,,,,
brandy,soap,chewing gum,,,,,,,,
whole milk,rolls/buns,other vegetables,white bread,,,,,,,
frankfurter,cat food,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
whole milk,sausage,yogurt,other vegetables,misc. beverages,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
beef,tropical fruit,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
other vegetables,male cosmetics,,,,,,,,,
flour,soda,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
whipped/sour cream,bottled beer,,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
rolls/buns,liquor,curd,other vegetables,,,,,,,
curd,coffee,,,,,,,,,
tropical fruit,chicken,beef,pasta,onions,long life bakery product,whole milk,jam,,,
whipped/sour cream,specialty bar,,,,,,,,,
semi-finished bread,other vegetables,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
hamburger meat,cookware,pastry,,,,,,,,
beef,domestic eggs,,,,,,,,,
meat,other vegetables,,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
newspapers,coffee,,,,,,,,,
ham,curd,,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
whole milk,whole milk,,,,,,,,,
cream cheese ,pip fruit,cat food,shopping bags,,,,,,,
newspapers,tropical fruit,,,,,,,,,
nuts/prunes,canned beer,other vegetables,shopping bags,,,,,,,
chicken,flower soil/fertilizer,,,,,,,,,
chicken,root vegetables,dish cleaner,,,,,,,,
whole milk,meat spreads,,,,,,,,,
berries,red/blush wine,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
whole milk,bottled water,,,,,,,,,
tropical fruit,baking powder,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
other vegetables,sugar,oil,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
frankfurter,margarine,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
other vegetables,sausage,white bread,soda,,,,,,,
dessert,other vegetables,,,,,,,,,
bottled water,other vegetables,coffee,soda,,,,,,,
whole milk,yogurt,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
root vegetables,herbs,,,,,,,,,
cat food,newspapers,fruit/vegetable juice,,,,,,,,
chicken,brown bread,bottled beer,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
hamburger meat,soft cheese,pickled vegetables,,,,,,,,
soda,waffles,,,,,,,,,
roll products ,canned vegetables,,,,,,,,,
ham,bottled beer,rolls/buns,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
ham,frozen meals,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,butter,,,,,,,,,
canned beer,shopping bags,hard cheese,,,,,,,,
meat,shopping bags,,,,,,,,,
canned beer,chocolate,,,,,,,,,
whipped/sour cream,whole milk,oil,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
soda,bottled water,ice cream,,,,,,,,
shopping bags,yogurt,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
root vegetables,white wine,,,,,,,,,
whole milk,canned fish,,,,,,,,,
other vegetables,herbs,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
frankfurter,hard cheese,,,,,,,,,
red/blush wine,shopping bags,,,,,,,,,
bottled water,baking powder,UHT-milk,,,,,,,,
butter,rolls/buns,,,,,,,,,
ready soups,shopping bags,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,oil,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
chocolate marshmallow,whole milk,sugar,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
onions,onions,,,,,,,,,
bottled water,curd,semi-finished bread,,,,,,,,
sausage,newspapers,,,,,,,,,
pip fruit,onions,frozen fish,meat,semi-finished bread,root vegetables,bottled water,whipped/sour cream,,,
frankfurter,whole milk,fruit/vegetable juice,candy,,,,,,,
bottled beer,frankfurter,UHT-milk,pot plants,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
canned beer,UHT-milk,,,,,,,,,
pip fruit,dishes,soft cheese,,,,,,,,
spread cheese,butter,hygiene articles,,,,,,,,
canned beer,dishes,,,,,,,,,
cooking chocolate,hygiene articles,,,,,,,,,
sliced cheese,soda,,,,,,,,,
pickled vegetables,hard cheese,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
packaged fruit/vegetables,specialty cheese,margarine,margarine,,,,,,,
other vegetables,newspapers,,,,,,,,,
female sanitary products,margarine,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
rolls/buns,chicken,,,,,,,,,
whole milk,butter,,,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
pip fruit,butter,,,,,,,,,
butter,rolls/buns,,,,,,,,,
Instant food products,whipped/sour cream,butter,cake bar,,,,,,,
newspapers,cat food,,,,,,,,,
meat,whole milk,,,,,,,,,
citrus fruit,flower (seeds),,,,,,,,,
whole milk,other vegetables,,,,,,,,,
tropical fruit,butter,,,,,,,,,
tropical fruit,syrup,whole milk,,,,,,,,
other vegetables,beverages,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
berries,dishes,,,,,,,,,
citrus fruit,cling film/bags,hard cheese,,,,,,,,
ham,instant coffee,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
domestic eggs,yogurt,,,,,,,,,
sausage,soda,bottled beer,yogurt,,,,,,,
tropical fruit,brown bread,,,,,,,,,
pork,napkins,,,,,,,,,
beef,grapes,,,,,,,,,
beef,potato products,,,,,,,,,
rolls/buns,soda,red/blush wine,,,,,,,,
rolls/buns,napkins,,,,,,,,,
cream cheese ,semi-finished bread,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
berries,canned fish,,,,,,,,,
butter,soda,,,,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,
dessert,mayonnaise,,,,,,,,,
other vegetables,salty snack,syrup,newspapers,oil,,,,,,
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread,,,,,
margarine,chocolate,,,,,,,,,
waffles,fruit/vegetable juice,,,,,,,,,
rolls/buns,soda,,,,,,,,,
frankfurter,pork,ketchup,,,,,,,,
sausage,cream,,,,,,,,,
frozen meals,red/blush wine,whipped/sour cream,,,,,,,,
